Date,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,TSLA
2019-01-03,-0.09960767544423466,-0.025241497784936007,-0.027695514858490755,-0.014211608647608398,-0.029038728496908695,-0.03678804709208072,-0.060417236592088974,-0.03147171266518334
2019-01-04,0.04268959119134852,0.05006399867375011,0.05129350303633817,0.03686550033227021,0.04713824859692117,0.04650914556936847,0.06406754555147876,0.0576973909120706
2019-01-07,-0.002225763874411646,0.03435341415874271,-0.001994293563805982,0.000695602740780954,0.0007248848237320082,0.0012753991872260784,0.05294073285616996,0.05436123871697496
2019-01-08,0.019062898572075326,0.01661235994563981,0.00878316693275627,-0.0018860340807647091,0.03245182862992935,0.007250520379634917,-0.024895390965682607,0.0011642764023440666
2019-01-09,0.016981864394185697,0.0017143547179709895,-0.0034275341584818486,-0.0016907217967414567,0.01192738416970407,0.014299807259294361,0.019666858502000784,0.009482625353500751
2019-01-10,0.0031962743802933513,-0.0019284287379283116,-0.002606977358178164,-9.914787855636042e-05,-0.00020784753898284158,-0.006425636166680682,0.01858607281200464,0.019023398389568458
2019-01-11,-0.009818084495314627,-0.009455231305329326,-0.01331079158199977,-0.004781401279143616,-0.0027739722487695184,-0.007722189449127392,0.024788220188759258,0.0066383165769237085
2019-01-14,-0.015037066308385527,-0.014232985793521946,-0.012174967880699605,0.010309041753139958,0.011056765979563066,-0.007295575593834314,0.010817636673180697,-0.0370328047095243
2019-01-15,0.02046655993782842,0.035462313843586335,0.03328533030816061,0.0073312631271365,0.024486003808212864,0.029005402027004523,-0.0037887865597605597,0.02999402727229117
2019-01-16,0.01221678289566519,0.005505997778829874,0.0027610829790123415,0.008064455509558144,-0.009466289631222646,0.0035234948447067094,-0.006872703171488248,0.004703414429845676
2019-01-17,0.005937721455321787,0.005606434395265758,0.008820577514043082,0.00409740114013557,0.005151161094122392,0.0070224015957287556,0.019349680222237042,0.0036410765019605495
2019-01-18,0.006159154301647041,0.0017598946424279838,0.00744225628240236,0.016226272005193776,0.0117330146010457,0.014982573337094518,0.034339583103695226,-0.1297111611448506
2019-01-22,-0.022445696794391456,-0.03774908655967102,-0.02589178135788961,-0.01577577584628176,-0.016462274589851278,-0.018846731530353322,-0.05199794146434489,-0.011050140026936939
2019-01-23,0.0040440969029766904,0.004809570602366753,0.005358756920620156,-0.0025257766080971633,-0.022158961939013344,0.009746464758617845,0.0034955038092425728,-0.03790309945117787
2019-01-24,-0.007926228305777716,0.009091336230296898,-0.00037818125933575253,0.0005843681519357435,0.010602961652364629,-0.004779390469920153,0.057271191580904546,0.013630522645296628
2019-01-25,0.03313705992182281,0.009450615167288179,0.01615313718097111,0.006326778447401038,0.02180612653133518,0.009133710993346256,0.0146349030279187,0.018970237843449533
2019-01-28,-0.009254667590719468,-0.019562216712664893,-0.01965484631886938,0.004739210280657158,-0.010334945833462617,-0.019501761315399713,-0.13824528652886825,-0.0022219544588429896
2019-01-29,-0.010364666905142594,-0.02686994204251958,-0.00907522886145884,0.002791729926701292,-0.022241819814242225,-0.020365406023851285,-0.04644604458115664,0.0036439960027925267
2019-01-30,0.06833466823257983,0.04802744720961405,0.02610135274975489,0.0023039498910566447,0.04320698749073437,0.03341763396405817,0.043996948653175494,0.038021902704256094
2019-01-31,0.007201182907889736,0.02891472167185971,0.025409888171456396,-0.008715711025609973,0.10816379356664485,-0.018330561631428655,0.04629159943255612,-0.005667655087972956
2019-02-01,0.00048045174612831865,-0.05381880772938674,-0.006456926038387767,0.0036714983238212984,-0.00587910714338391,-0.01580011795118519,0.006817426617800937,0.01690437546773982
